"exporter","partner","flow","year","balanced_value","country_exporter","exporter_gdp","exporter_tariff","country_partner","partner_gdp","partner_tariff","geo_dist","common_language","common_colonizer"
"AE","HU","export",2019,162.794242,"United Arab Emirates",403336245504.457,4.24,"Hungary",148241697677.304,2.55,42.2058720769729,1,1
"AE","ID","export",2019,577.957822,"United Arab Emirates",403336245504.457,4.24,"Indonesia",1049330233997.45,6.71,60.6229132629644,1,1
"AE","IE","export",2019,1245.390473,"United Arab Emirates",403336245504.457,4.24,"Ireland",380522433254.095,2.55,67.1842906373544,1,1
"AE","IN","export",2019,2542.586066,"United Arab Emirates",403336245504.457,4.24,"India",2689205295885.31,10.21,23.1746089503146,1,1
"AE","IR","export",2019,192.348296,"United Arab Emirates",403336245504.457,4.24,"Iran, Islamic Rep.",435344072056.544,16.18,11.5905270611651,1,1
"AE","IS","export",2019,24.747069,"United Arab Emirates",403336245504.457,4.24,"Iceland",20729999825.0446,1.17,86.0766014050538,1,1
"AE","IT","export",2019,2170.926422,"United Arab Emirates",403336245504.457,4.24,"Italy",1922107755078.16,2.55,45.39105217747,1,1
"AE","JP","export",2019,2763.863726,"United Arab Emirates",403336245504.457,4.24,"Japan",4564332550096.38,5.91,86.065191621752,1,1
"AE","KE","export",2019,92.090799,"United Arab Emirates",403336245504.457,4.24,"Kenya",84264984851.3549,13.08,31.1807071769646,1,1
"AE","KG","export",2019,33.783916,"United Arab Emirates",403336245504.457,4.24,"Kyrgyz Republic",7920623120.2686,5.57,27.3341263767072,1,1
"AE","KM","export",2019,7.353552,"United Arab Emirates",403336245504.457,4.24,"Comoros",1130604685.41085,12.47,37.8145575083935,1,1
"AE","KN","export",2019,3.794692,"United Arab Emirates",403336245504.457,4.24,"St. Kitts and Nevis",1046924638.78381,14.3,117.353396683314,1,1
"AE","KW","export",2019,708.548858,"United Arab Emirates",403336245504.457,4.24,"Kuwait",118077765457.421,3.9,8.0534485436054,1,1
"AE","KZ","export",2019,308.212958,"United Arab Emirates",403336245504.457,4.24,"Kazakhstan",211106940610.612,5.39,31.684126896252,1,1
"AE","LA","export",2019,16.622404,"United Arab Emirates",403336245504.457,4.24,"Lao PDR",18491844275.7106,2.72,48.6505612106633,1,1
"AE","LB","export",2019,238.735671,"United Arab Emirates",403336245504.457,4.24,"Lebanon",46727888410.6848,4.97,21.1234517986289,1,1
"AE","LC","export",2019,2.932137,"United Arab Emirates",403336245504.457,4.24,"St. Lucia",1974662679.79464,8.71,115.872181734875,1,1
"AE","LK","export",2019,98.088116,"United Arab Emirates",403336245504.457,4.24,"Sri Lanka",97149412680.2905,16.38,30.9144805115662,1,1
"AE","LS","export",2019,3.600568,"United Arab Emirates",403336245504.457,4.24,"Lesotho",2299976266.27346,7.45,60.1502490860279,1,1
"AE","LT","export",2019,58.644892,"United Arab Emirates",403336245504.457,4.24,"Lithuania",49002127329.2631,2.55,41.9506441137153,1,1
"AE","LV","export",2019,42.724342,"United Arab Emirates",403336245504.457,4.24,"Latvia",29335802338.5259,2.55,44.4327267650524,1,1
"AE","MA","export",2019,182.977795,"United Arab Emirates",403336245504.457,4.24,"Morocco",123651944968.713,4.33,62.009078661471,1,1
"AE","MG","export",2019,23.965204,"United Arab Emirates",403336245504.457,4.24,"Madagascar",13186360203.1442,8.89,43.8818718771716,1,1
"AE","MK","export",2019,33.860242,"United Arab Emirates",403336245504.457,4.24,"North Macedonia",11185494933.6944,3.38,37.3245249251601,1,1
"AE","ML","export",2019,29.119548,"United Arab Emirates",403336245504.457,4.24,"Mali",19167003985.7703,11.77,63.5059081849871,1,1
"AE","MM","export",2019,61.827729,"United Arab Emirates",403336245504.457,4.24,"Myanmar",75854734833.6027,3.68,42.451093961825,1,1
"AE","MN","export",2019,33.545303,"United Arab Emirates",403336245504.457,4.24,"Mongolia",14174566537.4555,5.03,57.4467283828226,1,1
"AE","MO","export",2019,157.668894,"United Arab Emirates",403336245504.457,4.24,"Macao SAR, China",50961553655.6194,0,59.1841097134848,1,1
"AE","MR","export",2019,20.835162,"United Arab Emirates",403336245504.457,4.24,"Mauritania",7171275534.84383,12.55,70.6662215591332,1,1
"AE","MT","export",2019,89.873328,"United Arab Emirates",403336245504.457,4.24,"Malta",14876818842.7753,2.55,41.489779999953,1,1
"AE","MU","export",2019,64.069851,"United Arab Emirates",403336245504.457,4.24,"Mauritius",13871328044.4569,1.3,44.7397134930981,1,1
"AE","MV","export",2019,18.183939,"United Arab Emirates",403336245504.457,4.24,"Maldives",5460112146.92445,13.25,27.8386892974509,1,1
"AE","MW","export",2019,35.55004,"United Arab Emirates",403336245504.457,4.24,"Malawi",10842133933.7208,7.08,43.6059815112055,1,1
"AE","NE","export",2019,16.690783,"United Arab Emirates",403336245504.457,4.24,"Niger",12212475570.6373,12.18,53.4632217988326,1,1
"AE","NI","export",2019,11.622213,"United Arab Emirates",403336245504.457,4.24,"Nicaragua",13096437236.4148,3.19,141.259037738397,1,1
"AE","NL","export",2019,1697.73314,"United Arab Emirates",403336245504.457,4.24,"Netherlands",854304699526.719,2.55,56.8276402798656,1,1
"AE","NO","export",2019,591.813998,"United Arab Emirates",403336245504.457,4.24,"Norway",410249333418.695,3.24,56.2448270411502,1,1
"AE","NP","export",2019,30.577959,"United Arab Emirates",403336245504.457,4.24,"Nepal",30605298792.5448,20.2,31.0687048794909,1,1
"AE","NZ","export",2019,137.515428,"United Arab Emirates",403336245504.457,4.24,"New Zealand",202429793153.827,2.01,138.617055651738,1,1
"AE","OM","export",2019,757.730726,"United Arab Emirates",403336245504.457,4.24,"Oman",83053651985.4157,3.27,4.30148879911362,1,1
"AE","PE","export",2019,110.191611,"United Arab Emirates",403336245504.457,4.24,"Peru",215017545590.315,1.27,136.4573437957,1,1
"AE","PF","export",2019,7.561365,"United Arab Emirates",403336245504.457,4.24,"French Polynesia",5944964791.60003,6.56,208.262371148887,1,1
"AE","PG","export",2019,36.290578,"United Arab Emirates",403336245504.457,4.24,"Papua New Guinea",24719771866.5529,11.28,98.7270491450535,0,1
"AE","PH","export",2019,290.032099,"United Arab Emirates",403336245504.457,4.24,"Philippines",396224439236.642,3.54,67.2750250315888,1,1
"AE","PK","export",2019,1285.853416,"United Arab Emirates",403336245504.457,4.24,"Pakistan",363242090361.647,12.55,20.8555355135177,0,1
"AE","PL","export",2019,304.348185,"United Arab Emirates",403336245504.457,4.24,"Poland",577884228677.544,2.55,43.4578791449583,1,1
"AE","PT","export",2019,226.942225,"United Arab Emirates",403336245504.457,4.24,"Portugal",221866334950.967,2.55,65.1317163051582,1,1
"AE","PY","export",2019,21.326815,"United Arab Emirates",403336245504.457,4.24,"Paraguay",40677000526.59,8.14,122.614935393061,1,1
"AE","QA","export",2019,2499.057254,"United Arab Emirates",403336245504.457,4.24,"Qatar",167371229300.128,4.13,2.9878513089677,1,1
"AE","RU","export",2019,1689.755032,"United Arab Emirates",403336245504.457,4.24,"Russian Federation",1461551317106.21,6.86,35.4696178690693,1,1
"AE","RW","export",2019,9.993153,"United Arab Emirates",403336245504.457,4.24,"Rwanda",11174486378.2125,11.64,35.914936424836,0,1
"AE","SB","export",2019,2.872055,"United Arab Emirates",403336245504.457,4.24,"Solomon Islands",1487659506.79743,16.85,110.854657245322,1,1
"AE","SC","export",2019,17.982655,"United Arab Emirates",403336245504.457,4.24,"Seychelles",1901895701.03715,8.91,29.1189401352455,1,1
"AE","SE","export",2019,488.282021,"United Arab Emirates",403336245504.457,4.24,"Sweden",546393370721.116,2.55,50.3566835197792,1,1
"AE","SG","export",2019,1922.730972,"United Arab Emirates",403336245504.457,4.24,"Singapore",349888458531.086,1.2,54.5996449562126,1,1
"AE","SI","export",2019,53.631122,"United Arab Emirates",403336245504.457,4.24,"Slovenia",50002578162.6734,2.55,45.3861272184453,1,1
"AE","SK","export",2019,81.648659,"United Arab Emirates",403336245504.457,4.24,"Slovak Republic",99543529164.3085,2.55,44.1503397495421,1,1
"AE","SN","export",2019,29.88348,"United Arab Emirates",403336245504.457,4.24,"Senegal",22560634320.127,12.78,72.5362863155021,1,1
"AE","SR","export",2019,9.923782,"United Arab Emirates",403336245504.457,4.24,"Suriname",5256433828.6406,10.76,111.216377443253,1,1
"AE","ST","export",2019,1.610237,"United Arab Emirates",403336245504.457,4.24,"Sao Tome and Principe",303157496.465873,10,53.5178620564098,1,1
"AE","SV","export",2019,24.296372,"United Arab Emirates",403336245504.457,4.24,"El Salvador",25779775126.5993,3.37,143.988932400685,1,1
"AE","SZ","export",2019,7.64282,"United Arab Emirates",403336245504.457,4.24,"Eswatini",4415541767.22971,8.46,55.881606290045,1,1
"AE","TG","export",2019,12.154952,"United Arab Emirates",403336245504.457,4.24,"Togo",6859436220.97836,11.83,56.1334265361461,1,1
"AE","TR","export",2019,501.713119,"United Arab Emirates",403336245504.457,4.24,"Turkiye",997053346501.186,3.67,26.5374420315486,1,1
"AE","TZ","export",2019,42.898475,"United Arab Emirates",403336245504.457,4.24,"Tanzania",60363511324.6004,12.15,35.8806849290506,1,1
"AE","UA","export",2019,319.097041,"United Arab Emirates",403336245504.457,4.24,"Ukraine",101944118786.821,4.31,35.2903613454,1,1
"AE","UG","export",2019,41.681003,"United Arab Emirates",403336245504.457,4.24,"Uganda",39600047064.28,12.41,32.5440113666273,1,1
"AE","US","export",2019,8052.189148,"United Arab Emirates",403336245504.457,4.24,"United States",20159639089698.1,8.7,132.203292916621,1,1
"AE","UY","export",2019,62.289671,"United Arab Emirates",403336245504.457,4.24,"Uruguay",60329073609.8215,9.94,125.519146567809,1,1
"AE","VC","export",2019,3.178651,"United Arab Emirates",403336245504.457,4.24,"St. Vincent and the Grenadines",863155611.051759,8.98,116.197505794612,1,1
"AE","VN","export",2019,349.276348,"United Arab Emirates",403336245504.457,4.24,"Viet Nam",314947640805.601,5.68,51.5655707522073,1,1
"AE","ZA","export",2019,305.524895,"United Arab Emirates",403336245504.457,4.24,"South Africa",359483563936.676,8.37,56.6212963307782,1,1
"AG","AE","export",2019,10.573434,"Antigua and Barbuda",1692541753.29144,12.39,"United Arab Emirates",403336245504.457,4.24,116.481073035732,1,1
"AG","AL","export",2019,0.29346,"Antigua and Barbuda",1692541753.29144,12.39,"Albania",13025007474.8895,1.47,85.1608037773247,1,1
"AG","AM","export",2019,0.329883,"Antigua and Barbuda",1692541753.29144,12.39,"Armenia",12867495497.6469,6.3,108.802939155562,1,1
"AG","AO","export",2019,1.940942,"Antigua and Barbuda",1692541753.29144,12.39,"Angola",86262880684.9456,8.65,79.4466741358282,1,1
"AG","AR","export",2019,1.647135,"Antigua and Barbuda",1692541753.29144,12.39,"Argentina",571450737224.442,12.18,51.9071390936632,1,1
"AG","AT","export",2019,2.377012,"Antigua and Barbuda",1692541753.29144,12.39,"Austria",413365268699.049,2.55,84.1511379932298,1,1
"AG","AU","export",2019,21.163278,"Antigua and Barbuda",1692541753.29144,12.39,"Australia",1492847874023.89,2.03,217.384558992946,1,1
"AG","AW","export",2019,0.442097,"Antigua and Barbuda",1692541753.29144,12.39,"Aruba",3229876351.25335,10.92,9.45223501494752,1,1
"AG","AZ","export",2019,0.887814,"Antigua and Barbuda",1692541753.29144,12.39,"Azerbaijan",53599371992.657,15.32,114.106976030293,1,1
"AG","BA","export",2019,0.261955,"Antigua and Barbuda",1692541753.29144,12.39,"Bosnia and Herzegovina",18679105433.9912,5.32,84.6014635833477,1,1
"AG","BD","export",2019,0.324535,"Antigua and Barbuda",1692541753.29144,12.39,"Bangladesh",257958323968.613,12.19,152.341593646938,1,1
"AG","BE","export",2019,3.043929,"Antigua and Barbuda",1692541753.29144,12.39,"Belgium",494099718080.569,2.55,74.269261272002,0,1
"AG","BF","export",2019,0.262588,"Antigua and Barbuda",1692541753.29144,12.39,"Burkina Faso",15030172259.3791,11.41,60.357827467161,1,1
"AG","BG","export",2019,11.771046,"Antigua and Barbuda",1692541753.29144,12.39,"Bulgaria",57196630543.6142,2.55,88.8798927117067,1,1
"AG","BH","export",2019,0.941287,"Antigua and Barbuda",1692541753.29144,12.39,"Bahrain",36906448210.9064,3.68,112.831539765164,1,1
"AG","BI","export",2019,0.110777,"Antigua and Barbuda",1692541753.29144,12.39,"Burundi",3207836406.88248,11.78,93.4268290000255,1,1
"AG","BJ","export",2019,0.183816,"Antigua and Barbuda",1692541753.29144,12.39,"Benin",14179807374.6843,11.67,65.4857300802585,1,1
"AG","BM","export",2019,1.166609,"Antigua and Barbuda",1692541753.29144,12.39,"Bermuda",6840850356.57848,39.96,15.4540936252438,1,1
"AG","BN","export",2019,0.342095,"Antigua and Barbuda",1692541753.29144,12.39,"Brunei Darussalam",13278735782.1319,0.15,177.220457438753,1,1
"AG","BO","export",2019,0.673301,"Antigua and Barbuda",1692541753.29144,12.39,"Bolivia",38193230080.2463,9.95,36.377138322823,0,1
"AG","BR","export",2019,22.953039,"Antigua and Barbuda",1692541753.29144,12.39,"Brazil",1819683217699.38,13.43,35.7371852553863,1,1
"AG","BT","export",2019,0.017975,"Antigua and Barbuda",1692541753.29144,12.39,"Bhutan",2651940022.25787,8.13,151.939678602691,1,1
"AG","BW","export",2019,0.309045,"Antigua and Barbuda",1692541753.29144,12.39,"Botswana",16212015760.8999,8.19,97.2331004950932,1,1
"AG","BY","export",2019,0.371052,"Antigua and Barbuda",1692541753.29144,12.39,"Belarus",59040547744.6036,7.93,96.584458919527,1,1
"AG","BZ","export",2019,0.306285,"Antigua and Barbuda",1692541753.29144,12.39,"Belize",2271360752.35822,10.88,26.9667987800647,1,1
"AG","CA","export",2019,31.363531,"Antigua and Barbuda",1692541753.29144,12.39,"Canada",1696605090551.84,2.1,31.5071050713613,1,1
"AG","CH","export",2019,17.937157,"Antigua and Barbuda",1692541753.29144,12.39,"Switzerland",747109782755.794,5.41,75.4115668385459,0,1
"AG","CI","export",2019,0.641512,"Antigua and Barbuda",1692541753.29144,12.39,"Cote d'Ivoire",59010785540.9857,12.13,57.4860323015757,1,1
"AG","CL","export",2019,3.655804,"Antigua and Barbuda",1692541753.29144,12.39,"Chile",261676645417.276,1.04,51.3980721990407,1,1
"AG","CM","export",2019,0.880744,"Antigua and Barbuda",1692541753.29144,12.39,"Cameroon",37502066832.7403,18.56,74.5430704753225,1,1
"AG","CN","export",2019,53.933178,"Antigua and Barbuda",1692541753.29144,12.39,"China",14579283528148.4,5.39,179.716643506139,1,1
"AG","CO","export",2019,5.040864,"Antigua and Barbuda",1692541753.29144,12.39,"Colombia",321405606655.842,2.85,18.2036043836271,1,1
"AG","CR","export",2019,1.232941,"Antigua and Barbuda",1692541753.29144,12.39,"Costa Rica",64382494195.8393,3.22,23.3547393553346,1,1
"AG","CU","export",2019,0.690154,"Antigua and Barbuda",1692541753.29144,12.39,"Cuba",91020354637.1474,10.52,21.435340712116,1,1
"AG","CV","export",2019,0.0812,"Antigua and Barbuda",1692541753.29144,12.39,"Cabo Verde",2116002110.92756,14.51,38.3973667123736,1,1
"AG","CY","export",2019,1.046172,"Antigua and Barbuda",1692541753.29144,12.39,"Cyprus",25246562822.6821,2.55,96.8734571891486,1,1
"AG","CZ","export",2019,1.041817,"Antigua and Barbuda",1692541753.29144,12.39,"Czechia",217279912681.73,2.55,83.0867303391131,1,1
"AG","DE","export",2019,41.780857,"Antigua and Barbuda",1692541753.29144,12.39,"Germany",3673343090742.63,2.55,83.1609812425142,1,1
"AG","DK","export",2019,3.913886,"Antigua and Barbuda",1692541753.29144,12.39,"Denmark",332088518944.146,2.55,83.8012981827322,1,1
"AG","DZ","export",2019,1.144352,"Antigua and Barbuda",1692541753.29144,12.39,"Algeria",202300870247.92,12.49,67.7602440881738,1,1
"AG","EC","export",2019,1.185211,"Antigua and Barbuda",1692541753.29144,12.39,"Ecuador",103544017315.435,9.8,24.0702904648961,1,1
"AG","EE","export",2019,0.264806,"Antigua and Barbuda",1692541753.29144,12.39,"Estonia",27307395871.0676,2.55,96.3563899045855,1,1
"AG","EG","export",2019,3.73422,"Antigua and Barbuda",1692541753.29144,12.39,"Egypt, Arab Rep.",398080548973.052,14.43,93.9752450796368,1,1
"AG","ES","export",2019,14.619313,"Antigua and Barbuda",1692541753.29144,12.39,"Spain",1333521400432.69,2.55,62.6071915981796,1,1
"AG","FI","export",2019,2.190794,"Antigua and Barbuda",1692541753.29144,12.39,"Finland",253433824168.6,2.55,96.896997161362,1,1
"AG","FJ","export",2019,0.266409,"Antigua and Barbuda",1692541753.29144,12.39,"Fiji",5215934671.17566,20.84,242.824657361143,1,1
"AG","FR","export",2019,58.942422,"Antigua and Barbuda",1692541753.29144,12.39,"France",2608036638906.12,2.55,71.5846692626604,1,1
"AG","GA","export",2019,0.477177,"Antigua and Barbuda",1692541753.29144,12.39,"Gabon",15460241661.1259,18.65,73.1923798079419,1,1
"AG","GB","export",2019,124.52293,"Antigua and Barbuda",1692541753.29144,12.39,"United Kingdom",3156963552417.56,2.55,70.5963552135977,1,1
"AG","GD","export",2019,0.902554,"Antigua and Barbuda",1692541753.29144,12.39,"Grenada",1134939081.03144,10.55,5.06764674731773,1,1
"AG","GH","export",2019,3.066286,"Antigua and Barbuda",1692541753.29144,12.39,"Ghana",62503939826.8611,12.44,62.663227396758,1,1
"AG","GN","export",2019,0.231324,"Antigua and Barbuda",1692541753.29144,12.39,"Guinea",12075307751.6835,12.67,46.7414152550444,1,1
"AG","GR","export",2019,0.983643,"Antigua and Barbuda",1692541753.29144,12.39,"Greece",206033167050.895,2.55,88.074236984742,1,1
"AG","GW","export",2019,0.041668,"Antigua and Barbuda",1692541753.29144,12.39,"Guinea-Bissau",1392924525.82696,12.66,46.482659965244,1,1
"AG","GY","export",2019,0.984852,"Antigua and Barbuda",1692541753.29144,12.39,"Guyana",5071030135.73162,9.48,10.9960036973061,1,1
"AG","HK","export",2019,20.938791,"Antigua and Barbuda",1692541753.29144,12.39,"Hong Kong SAR, China",331813870172.854,0,176.058182477965,1,1
"AG","HR","export",2019,0.510531,"Antigua and Barbuda",1692541753.29144,12.39,"Croatia",57823926882.8566,2.55,82.913315992601,1,1
"AG","HU","export",2019,0.947397,"Antigua and Barbuda",1692541753.29144,12.39,"Hungary",148241697677.304,2.55,86.3958779038549,1,1
"AG","ID","export",2019,5.165586,"Antigua and Barbuda",1692541753.29144,12.39,"Indonesia",1049330233997.45,6.71,170.181305556881,1,1
"AG","IE","export",2019,57.485696,"Antigua and Barbuda",1692541753.29144,12.39,"Ireland",380522433254.095,2.55,66.3320930914207,1,1
"AG","IN","export",2019,30.114948,"Antigua and Barbuda",1692541753.29144,12.39,"India",2689205295885.31,10.21,139.52336577633,1,1
"AG","IR","export",2019,1.177132,"Antigua and Barbuda",1692541753.29144,12.39,"Iran, Islamic Rep.",435344072056.544,16.18,114.772910388781,1,1
"AG","IS","export",2019,0.260758,"Antigua and Barbuda",1692541753.29144,12.39,"Iceland",20729999825.0446,1.17,61.6434735997616,1,1
"AG","IT","export",2019,14.787158,"Antigua and Barbuda",1692541753.29144,12.39,"Italy",1922107755078.16,2.55,78.3454334590664,1,1
"AG","JP","export",2019,30.529584,"Antigua and Barbuda",1692541753.29144,12.39,"Japan",4564332550096.38,5.91,202.4335042068,1,1
"AG","KE","export",2019,1.213396,"Antigua and Barbuda",1692541753.29144,12.39,"Kenya",84264984851.3549,13.08,100.370729157515,1,1
"AG","KG","export",2019,0.225971,"Antigua and Barbuda",1692541753.29144,12.39,"Kyrgyz Republic",7920623120.2686,5.57,138.845146900343,1,1
"AG","KM","export",2019,0.051866,"Antigua and Barbuda",1692541753.29144,12.39,"Comoros",1130604685.41085,12.47,108.974538310561,1,1
"AG","KN","export",2019,1.018597,"Antigua and Barbuda",1692541753.29144,12.39,"St. Kitts and Nevis",1046924638.78381,14.3,0.895985242958837,1,1
"AG","KW","export",2019,3.420486,"Antigua and Barbuda",1692541753.29144,12.39,"Kuwait",118077765457.421,3.9,110.508824891449,1,1
