"","X","FIPS","County","State","Edu","Inc","Pop"
"919",1846,20121,"Miami County","KS",29.8,35659,34191
"920",1847,39109,"Miami County","OH",23.3,31254,108774
"921",1848,12086,"Miami-Dade County","FL",29.8,28224,2701767
"922",1849,34023,"Middlesex County","NJ",43.6,39599,863162
"923",1851,26111,"Midland County","MI",35.2,36142,83494
"924",1852,48329,"Midland County","TX",27.4,39248,169983
"925",1853,42087,"Mifflin County","PA",11.9,25469,46143
"926",1856,27095,"Mille Lacs County","MN",14.7,27758,26459
"927",1857,5091,"Miller County","AR",16.8,23729,42600
"928",1862,55079,"Milwaukee County","WI",31,29270,939489
"929",1867,54057,"Mineral County","WV",15.5,25490,26938
"930",1870,46099,"Minnehaha County","SD",33.1,31716,197214
"931",1872,5093,"Mississippi County","AR",13.8,22750,40685
"932",1874,30063,"Missoula County","MT",43,31897,117922
"933",1880,1097,"Mobile County","AL",23.2,25861,414809
"934",1883,4015,"Mohave County","AZ",12.9,26166,213267
"935",1885,34025,"Monmouth County","NJ",46,51700,643615
"936",1888,54061,"Monongalia County","WV",42.8,32154,105822
"937",1891,12087,"Monroe County","FL",34.4,46028,82874
"938",1892,13207,"Monroe County","GA",26.8,33290,27957
"939",1894,17133,"Monroe County","IL",35,42152,34962
"940",1895,18105,"Monroe County","IN",45.7,28514,139718
"941",1897,26115,"Monroe County","MI",20.5,31481,154809
"942",1899,28095,"Monroe County","MS",16.7,23844,34180
"943",1900,36055,"Monroe County","NY",38.6,33840,759443
"944",1902,42089,"Monroe County","PA",24.7,29662,168327
"945",1903,47123,"Monroe County","TN",13.4,23207,46250
"946",1904,55081,"Monroe County","WI",20.6,29242,46274
"947",1907,26117,"Montcalm County","MI",13.3,24200,66614
"948",1908,6053,"Monterey County","CA",24.7,30073,439035
"949",1909,8083,"Montezuma County","CO",29.6,26072,25849
"950",1910,1101,"Montgomery County","AL",33.4,29071,228954
"951",1914,17135,"Montgomery County","IL",16.7,26609,28288
"952",1915,18107,"Montgomery County","IN",18.2,27162,37936
"953",1916,20125,"Montgomery County","KS",19.5,24647,31486
"954",1917,21173,"Montgomery County","KY",15.7,22381,28114
"955",1918,24031,"Montgomery County","MD",58.9,54510,1062061
"956",1921,37123,"Montgomery County","NC",15.7,24636,25751
"957",1922,36057,"Montgomery County","NY",17.8,26521,49532
"958",1923,39113,"Montgomery County","OH",27.9,30034,537309
"959",1924,42091,"Montgomery County","PA",49.3,48845,856553
"960",1925,47125,"Montgomery County","TN",28.5,26923,220069
"961",1926,48339,"Montgomery County","TX",34.5,41211,620443
"962",1927,51121,"Montgomery County","VA",45.5,30054,99721
"963",1930,8085,"Montrose County","CO",25.2,28078,42679
"964",1932,37125,"Moore County","NC",37.4,34606,99727
"965",1936,22067,"Morehouse Parish","LA",13,18494,25629
"966",1937,1103,"Morgan County","AL",22.4,27367,123421
"967",1938,8087,"Morgan County","CO",17.5,25064,29111
"968",1940,17137,"Morgan County","IL",19.3,26755,32915
"969",1941,18109,"Morgan County","IN",17.3,30721,71780
"970",1950,34027,"Morris County","NJ",54.1,58109,509285
"971",1952,27097,"Morrison County","MN",17.3,29680,34010
"972",1953,39117,"Morrow County","OH",13.8,28257,34950
"973",1956,38059,"Morton County","ND",26.9,39384,33291
"974",1960,27099,"Mower County","MN",22.2,29720,40029
"975",1961,21177,"Muhlenberg County","KY",12.6,22612,30928
"976",1962,41051,"Multnomah County","OR",45.9,39245,815428
"977",1963,13213,"Murray County","GA",10.1,21989,39973
"978",1966,19139,"Muscatine County","IA",21.5,29511,43235
"979",1967,13215,"Muscogee County","GA",25.8,26097,206922
"980",1968,26121,"Muskegon County","MI",19.7,25435,175824
"981",1969,39119,"Muskingum County","OH",16.1,25148,86410
"982",1970,40101,"Muskogee County","OK",20.4,23826,66339
"983",1972,48347,"Nacogdoches County","TX",24.5,23617,64653
"984",1974,6055,"Napa County","CA",35.7,45195,138019
"985",1975,37127,"Nash County","NC",20.8,27406,94970
"986",1976,12089,"Nassau County","FL",29.6,36553,90352
"987",1977,36059,"Nassau County","NY",46,51422,1395774
"988",1978,22069,"Natchitoches Parish","LA",19,19198,37515
"989",1979,56025,"Natrona County","WY",22.8,33797,79955
"990",1980,4017,"Navajo County","AZ",15.3,18935,106717
"991",1981,48349,"Navarro County","TX",15.9,23786,52624
"992",1982,21179,"Nelson County","KY",18,32735,46738
"993",1988,28099,"Neshoba County","MS",11.6,19540,29087
"994",1991,6057,"Nevada County","CA",37.2,39233,102241
"995",1992,10003,"New Castle County","DE",36.2,37532,570719
"996",1993,37129,"New Hanover County","NC",40.6,34288,225702
"997",1996,36061,"New York County","NY",61.3,76592,1694251
"998",1997,26123,"Newaygo County","MI",16.6,25451,49978
"999",1998,45071,"Newberry County","SC",17.9,24959,37719
"1000",2000,13217,"Newton County","GA",19.8,25247,112483
"1001",2002,29145,"Newton County","MO",20,28353,58648
"1002",2005,16069,"Nez Perce County","ID",22.9,29544,42090
"1003",2006,36063,"Niagara County","NY",24.6,30971,212666
"1004",2009,27103,"Nicollet County","MN",33.8,33031,34454
"1005",2011,18113,"Noble County","IN",13.7,26832,47457
"1006",2017,25021,"Norfolk County","MA",53.6,53889,725981
"1007",2020,42095,"Northampton County","PA",30.3,35270,312951
"1008",2022,42097,"Northumberland County","PA",16.6,26389,91647
"1009",2029,48355,"Nueces County","TX",21.8,27740,353178
"1010",2030,32023,"Nye County","NV",10.7,25558,51591
"1011",2032,26125,"Oakland County","MI",47.2,44629,1274395
"1012",2033,47131,"Obion County","TN",15.3,23375,30787
"1013",2034,34029,"Ocean County","NJ",30,36100,637229
"1014",2035,26127,"Oceana County","MI",19.5,24345,26659
"1015",2037,13219,"Oconee County","GA",52.3,44336,41799
"1016",2038,45073,"Oconee County","SC",25.8,29844,78607
"1017",2039,55083,"Oconto County","WI",16.8,30927,38965
"1018",2041,17141,"Ogle County","IL",21.4,31397,51788
"1019",2045,54069,"Ohio County","WV",32,32429,42425
"1020",2046,12091,"Okaloosa County","FL",31.1,33019,211668
"1021",2047,53047,"Okanogan County","WA",20,24876,42104
"1022",2048,12093,"Okeechobee County","FL",11.3,21367,39644
"1023",2050,40109,"Oklahoma County","OK",32,31609,796292
"1024",2051,40111,"Okmulgee County","OK",14.1,23431,36706
"1025",2052,28105,"Oktibbeha County","MS",42.6,22512,51788
"1026",2053,21185,"Oldham County","KY",42.4,42272,67607
"1027",2056,27109,"Olmsted County","MN",44.9,41066,162847
"1028",2058,36065,"Oneida County","NY",25.7,29687,232125
"1029",2059,55085,"Oneida County","WI",27.2,34910,37845
"1030",2060,36067,"Onondaga County","NY",35.9,34002,476516
"1031",2061,37133,"Onslow County","NC",22.9,24413,204576
"1032",2062,36069,"Ontario County","NY",36.3,36835,112458
"1033",2064,6059,"Orange County","CA",40.6,41514,3186989
"1034",2065,12095,"Orange County","FL",34.6,30456,1429908
"1035",2067,37135,"Orange County","NC",59.7,42231,148696
"1036",2068,36071,"Orange County","NY",30.3,34959,401310
"1037",2069,48361,"Orange County","TX",15.5,30114,84808
"1038",2070,51137,"Orange County","VA",25.1,32292,36254
"1039",2071,50017,"Orange County","VT",29.1,31697,29277
"1040",2072,45075,"Orangeburg County","SC",19.9,20716,84223
"1041",2074,36073,"Orleans County","NY",16.2,26298,40343
"1042",2075,50019,"Orleans County","VT",21.5,27023,27393
"1043",2078,40113,"Osage County","OK",18,25473,45818
"1044",2080,12097,"Osceola County","FL",21.8,22196,388656
"1045",2084,36075,"Oswego County","NY",19,28587,117525
"1046",2086,35035,"Otero County","NM",17.5,23170,67839
"1047",2089,36077,"Otsego County","NY",31.1,28849,58524
"1048",2091,26139,"Ottawa County","MI",34.1,31872,296200
"1049",2092,39123,"Ottawa County","OH",23.1,34560,40364
"1050",2093,40115,"Ottawa County","OK",14.5,20814,30285
"1051",2094,27111,"Otter Tail County","MN",24.9,32059,60081
"1052",2096,22073,"Ouachita Parish","LA",24.2,24361,160368
"1053",2098,55087,"Outagamie County","WI",29.7,33221,190705
"1054",2104,23017,"Oxford County","ME",19.2,25464,57777
"1055",2106,55089,"Ozaukee County","WI",49,49030,91503
"1056",2110,12099,"Palm Beach County","FL",36.7,39933,1492191
"1057",2112,48363,"Palo Pinto County","TX",16.6,25150,28409
"1058",2114,28107,"Panola County","MS",14.9,19892,33208
"1059",2118,56029,"Park County","WY",34,35147,29624
"1060",2120,48367,"Parker County","TX",26.4,35142,148222
"1061",2122,12101,"Pasco County","FL",24,29001,561891
"1062",2123,37139,"Pasquotank County","NC",22.1,24664,40568
"1063",2124,34031,"Passaic County","NJ",28.2,32064,524118
"1064",2126,13223,"Paulding County","GA",22.6,27979,168661
"1065",2132,40119,"Payne County","OK",37.4,24057,81646
"1066",2133,13225,"Peach County","GA",20.5,24486,27981
"1067",2134,28109,"Pearl River County","MS",16.7,23920,56145
"1068",2139,37141,"Pender County","NC",27.9,29266,60203
"1069",2143,46103,"Pennington County","SD",31.5,31874,109222
"1070",2144,23019,"Penobscot County","ME",27.7,28523,152199
"1071",2145,17143,"Peoria County","IL",30.6,32041,181830
"1072",2154,21193,"Perry County","KY",14.4,23135,28473
"1073",2157,39127,"Perry County","OH",12.2,23484,35408
"1074",2158,42099,"Perry County","PA",16.7,30785,45842
"1075",2161,37145,"Person County","NC",15.6,27329,39097
"1076",2163,29159,"Pettis County","MO",18,23576,42980
"1077",2164,29161,"Phelps County","MO",29.1,25202,44638
"1078",2171,39129,"Pickaway County","OH",18.4,27760,58539
"1079",2173,13227,"Pickens County","GA",23.1,31965,33216
"1080",2174,45077,"Pickens County","SC",26,26061,131404
"1081",2179,53053,"Pierce County","WA",27.2,34618,921130
"1082",2180,55093,"Pierce County","WI",29.2,33061,42212
"1083",2181,1109,"Pike County","AL",23.7,22453,33009
"1084",2186,21195,"Pike County","KY",13,22437,58669
"1085",2188,28113,"Pike County","MS",16.6,17621,40324
"1086",2189,39131,"Pike County","OH",12.6,24318,27088
"1087",2190,42103,"Pike County","PA",26.8,34589,58535
"1088",2191,4019,"Pima County","AZ",32.4,29707,1043433
"1089",2192,4021,"Pinal County","AZ",19.5,24959,425264
"1090",2193,27115,"Pine County","MN",14.9,26407,28876
"1091",2194,12103,"Pinellas County","FL",31.7,35196,959107
"1092",2198,37147,"Pitt County","NC",32.7,27155,170243
"1093",2199,40121,"Pittsburg County","OK",16.1,25524,43773
"1094",2200,51143,"Pittsylvania County","VA",14.5,26032,60501
"1095",2202,6061,"Placer County","CA",39.7,43759,404739
"1096",2204,29165,"Platte County","MO",43.1,40567,106718
"1097",2205,31141,"Platte County","NE",21.8,30331,34296
"1098",2209,19149,"Plymouth County","IA",23.2,33982,25698
"1099",2210,25023,"Plymouth County","MA",37.6,43412,530819
"1100",2216,12105,"Polk County","FL",20.2,24864,725046
"1101",2217,13233,"Polk County","GA",13.7,23857,42853
"1102",2218,19153,"Polk County","IA",36.7,35433,492401
"1103",2219,27119,"Polk County","MN",25.3,30078,31192
"1104",2220,29167,"Polk County","MO",19.9,22773,31519
"1105",2223,41053,"Polk County","OR",31,29440,87433
"1106",2225,48373,"Polk County","TX",13.1,25164,50123
"1107",2226,55095,"Polk County","WI",20.9,30859,44977
"1108",2228,28115,"Pontotoc County","MS",18.1,21191,31184
"1109",2229,40123,"Pontotoc County","OK",28.2,26187,38065
"1110",2230,5115,"Pope County","AR",22.8,23391,63381
"1111",2233,39133,"Portage County","OH",29,30054,161791
"1112",2234,55097,"Portage County","WI",32.9,31453,70377
"1113",2235,18127,"Porter County","IN",28.4,34595,173215
"1114",2238,40125,"Pottawatomie County","OK",18.3,24178,72454
"1115",2239,19155,"Pottawattamie County","IA",21.5,30318,93667
"1116",2242,48375,"Potter County","TX",14.9,22568,118525
"1117",2248,51145,"Powhatan County","VA",29.2,37424,30333
"1118",2252,39135,"Preble County","OH",16.3,28890,40999
"1119",2256,54077,"Preston County","WV",16.9,24890,34216
"1120",2259,51149,"Prince George County","VA",23.6,29420,43010
"1121",2260,24033,"Prince George's County","MD",33.1,37191,967201
"1122",2261,51153,"Prince William County","VA",41.1,40932,482204
"1123",2263,8101,"Pueblo County","CO",21.8,25051,168162
"1124",2264,5119,"Pulaski County","AR",34.3,32692,399125
"1125",2268,21199,"Pulaski County","KY",16.5,24646,65034
"1126",2269,29169,"Pulaski County","MO",28.3,23651,53955
"1127",2270,51155,"Pulaski County","VA",20,28125,33800
"1128",2272,12107,"Putnam County","FL",12.3,20915,73321
"1129",2275,18133,"Putnam County","IN",16.8,26120,36726
"1130",2277,36079,"Putnam County","NY",39.6,47448,97668
"1131",2278,39137,"Putnam County","OH",20.9,31743,34451
"1132",2279,47141,"Putnam County","TN",26.4,24946,79854
"1133",2280,54079,"Putnam County","WV",26.1,31587,57440
"1134",2282,24035,"Queen Anne's County","MD",36.5,44754,49874
"1135",2283,36081,"Queens County","NY",32.2,31930,2405464
"1136",2287,55101,"Racine County","WI",25.2,31572,197727
"1137",2289,54081,"Raleigh County","WV",18.4,25026,74591
"1138",2291,27123,"Ramsey County","MN",42.3,35013,552352
"1139",2293,48381,"Randall County","TX",32.4,34293,140753
"1140",2297,17157,"Randolph County","IL",13.3,26558,30163
"1141",2300,37151,"Randolph County","NC",15.7,24397,144171
"1142",2301,54083,"Randolph County","WV",17.3,24842,27932
"1143",2302,28121,"Rankin County","MS",29,30835,157031
"1144",2304,22079,"Rapides Parish","LA",20.9,25984,130023
"1145",2306,30081,"Ravalli County","MT",27.8,29761,44174
"1146",2318,20155,"Reno County","KS",20.9,27073,61898
"1147",2319,36083,"Rensselaer County","NY",32,35903,161130
"1148",2324,47143,"Rhea County","TN",16.9,22336,32870
"1149",2326,27131,"Rice County","MN",28.3,31221,67097
"1150",2332,39139,"Richland County","OH",18.3,25585,124936
"1151",2333,45079,"Richland County","SC",39.1,30175,416147
"1152",2336,13245,"Richmond County","GA",21.4,22787,206607
"1153",2337,37153,"Richmond County","NC",15.7,21228,42946
"1154",2338,36085,"Richmond County","NY",33.9,36907,495747
"1155",2340,20161,"Riley County","KS",45.6,27272,71959
"1156",2342,35039,"Rio Arriba County","NM",19.3,22911,40363
"1157",2345,18137,"Ripley County","IN",18,28312,28995
"1158",2348,6065,"Riverside County","CA",22.3,28596,2418185
"1159",2349,47145,"Roane County","TN",19.8,30209,53404
"1160",2351,51161,"Roanoke County","VA",35.6,36469,96929
"1161",2355,47147,"Robertson County","TN",19.6,29524,72803
"1162",2357,37155,"Robeson County","NC",13.7,18709,116530
"1163",2360,55105,"Rock County","WI",22.1,28945,163687
"1164",2361,17161,"Rock Island County","IL",23.5,29756,144672
"1165",2364,13247,"Rockdale County","GA",26.3,28320,93570
"1166",2365,37157,"Rockingham County","NC",15.1,24209,91096
"1167",2366,33015,"Rockingham County","NH",41.4,47222,314176
"1168",2367,51165,"Rockingham County","VA",26.3,31275,83757
"1169",2368,36087,"Rockland County","NY",41.1,39286,338329
"1170",2369,48397,"Rockwall County","TX",40.7,42346,107819
"1171",2371,40131,"Rogers County","OK",24.9,32148,95240
"1172",2379,39141,"Ross County","OH",15.8,24913,77093
"1173",2382,37159,"Rowan County","NC",18.5,25630,146875
"1174",2386,48401,"Rusk County","TX",15.5,26658,52214
"1175",2388,1113,"Russell County","AL",17.8,23470,59183
"1176",2391,51167,"Russell County","VA",12.2,21605,25781
"1177",2392,37161,"Rutherford County","NC",17.8,23978,64444
"1178",2393,47149,"Rutherford County","TN",32.2,30159,341486
"1179",2394,50021,"Rutland County","VT",30.8,31391,60572
"1180",2398,6067,"Sacramento County","CA",30.9,32751,1585055
"1181",2399,23023,"Sagadahoc County","ME",36.4,34675,36699
"1182",2400,26145,"Saginaw County","MI",20.8,28030,190124
"1183",2402,34033,"Salem County","NJ",21,34047,64837
"1184",2403,5125,"Saline County","AR",26.7,30553,123416
"1185",2405,20169,"Saline County","KS",27.3,28813,54303
"1186",2408,49035,"Salt Lake County","UT",35.6,33238,1185238
"1187",2410,37163,"Sampson County","NC",13.7,22875,59036
"1188",2412,6069,"San Benito County","CA",19.7,33174,64209
"1189",2413,6071,"San Bernardino County","CA",21,25215,2181654
"1190",2414,6073,"San Diego County","CA",38.8,38073,3298634
"1191",2415,48407,"San Jacinto County","TX",11.2,23312,27402
"1192",2416,6077,"San Joaquin County","CA",18.8,27521,779233
"1193",2418,35045,"San Juan County","NM",14.9,23235,121661
"1194",2421,6079,"San Luis Obispo County","CA",35.4,37233,282424
"1195",2422,6081,"San Mateo County","CA",51,61545,764442
"1196",2424,35047,"San Miguel County","NM",21.4,20762,27201
"1197",2425,48409,"San Patricio County","TX",15.6,26054,68755
"1198",2429,35043,"Sandoval County","NM",30.5,29255,148834
"1199",2430,39143,"Sandusky County","OH",16.1,27319,58896
"1200",2431,17167,"Sangamon County","IL",34.5,35509,196343
"1201",2432,26151,"Sanilac County","MI",14.2,25871,40611
"1202",2433,49039,"Sanpete County","UT",20.9,20056,28437
"1203",2434,6083,"Santa Barbara County","CA",34.2,36039,448229
"1204",2435,6085,"Santa Clara County","CA",52.4,56248,1936259
"1205",2436,4023,"Santa Cruz County","AZ",20.4,21480,47669
"1206",2437,6087,"Santa Cruz County","CA",40.8,41312,270861
"1207",2438,35049,"Santa Fe County","NM",41,38520,154823
"1208",2439,12113,"Santa Rosa County","FL",27.7,31691,188000
"1209",2440,12115,"Sarasota County","FL",35.4,41081,434006
"1210",2441,36091,"Saratoga County","NY",41.4,43065,235509
"1211",2443,31153,"Sarpy County","NE",39.8,36058,190604
"1212",2444,55111,"Sauk County","WI",24.1,30990,65763
"1213",2447,36093,"Schenectady County","NY",32.1,32417,158061
"1214",2450,36095,"Schoharie County","NY",22.4,30397,29714
"1215",2455,42107,"Schuylkill County","PA",16.6,27431,143049
"1216",2456,39145,"Scioto County","OH",15.7,23719,74008
"1217",2458,37165,"Scotland County","NC",15.5,19052,34174
"1218",2460,19163,"Scott County","IA",31.8,33643,174669
"1219",2464,21209,"Scott County","KY",28.4,32796,57155
"1220",2465,27139,"Scott County","MN",39.9,42155,150928
"1221",2466,29201,"Scott County","MO",16.3,24921,38059
"1222",2467,28123,"Scott County","MS",11.4,22203,27990
"1223",2470,31157,"Scotts Bluff County","NE",22.9,27978,36084
"1224",2474,5131,"Sebastian County","AR",21.3,25961,127799
"1225",2476,20173,"Sedgwick County","KS",30.9,29530,523824
"1226",2477,12117,"Seminole County","FL",39.6,35175,470856
"1227",2480,36099,"Seneca County","NY",21.1,28245,33814
"1228",2481,39147,"Seneca County","OH",16.8,27100,55069
"1229",2483,40135,"Sequoyah County","OK",14.4,20384,39281
"1230",2485,47155,"Sevier County","TN",17.4,25283,98380
"1231",2493,6089,"Shasta County","CA",22.2,29720,182155
"1232",2494,55115,"Shawano County","WI",15.7,29338,40881
"1233",2495,20177,"Shawnee County","KS",30.9,30974,178909
"1234",2496,55117,"Sheboygan County","WI",25.1,31510,118034
"1235",2497,1117,"Shelby County","AL",42.9,38549,223024
"1236",2500,18145,"Shelby County","IN",18.7,29583,45055
"1237",2501,21211,"Shelby County","KY",24.9,32468,48065
"1238",2503,39149,"Shelby County","OH",18.7,29381,48230
"1239",2504,47157,"Shelby County","TN",31.6,30104,929744
"1240",2506,51171,"Shenandoah County","VA",20.5,28882,44186
"1241",2507,27141,"Sherburne County","MN",26.6,35439,97183
"1242",2512,56033,"Sheridan County","WY",31,35254,30921
"1243",2517,26155,"Shiawassee County","MI",17,28437,68094
"1244",2522,30093,"Silver Bow County","MT",27.2,27706,35133
"1245",2524,28127,"Simpson County","MS",16.2,23520,25949
"1246",2525,19167,"Sioux County","IA",29.1,29360,35872
"1247",2528,6093,"Siskiyou County","CA",23.2,28615,44076
"1248",2529,53057,"Skagit County","WA",26.2,33168,129523
"1249",2535,48423,"Smith County","TX",26.4,28483,233479
"1250",2536,51173,"Smyth County","VA",14.6,21605,29800
"1251",2537,53061,"Snohomish County","WA",32.8,39527,827957
"1252",2538,42109,"Snyder County","PA",19.8,27482,39736
"1253",2540,6095,"Solano County","CA",26.9,35400,453491
"1254",2542,23025,"Somerset County","ME",16.5,24386,50477
"1255",2543,34035,"Somerset County","NJ",54.7,55828,345361
"1256",2544,42111,"Somerset County","PA",15.9,25781,74129
"1257",2546,6097,"Sonoma County","CA",35.5,42178,488863
"1258",2548,13255,"Spalding County","GA",17.8,24582,67306
"1259",2549,45083,"Spartanburg County","SC",24.5,27240,327997
"1260",2553,53063,"Spokane County","WA",30.8,31146,539339
"1261",2554,51177,"Spotsylvania County","VA",31.7,37212,140032
"1262",2555,22087,"St. Bernard Parish","LA",11.6,20763,43764
"1263",2556,29183,"St. Charles County","MO",38.9,38943,405262
"1264",2557,22089,"St. Charles Parish","LA",25.3,32935,52549
"1265",2558,1115,"St. Clair County","AL",16.1,26409,91103
"1266",2559,17163,"St. Clair County","IL",28,30807,257400
"1267",2560,26147,"St. Clair County","MI",18.6,30703,160383
"1268",2562,55109,"St. Croix County","WI",35.4,39287,93536
"1269",2564,29187,"St. Francois County","MO",14.3,22578,66922
"1270",2567,22095,"St. John the Baptist Parish","LA",15.9,25968,42477
"1271",2568,12109,"St. Johns County","FL",44.7,43194,273425
"1272",2569,18141,"St. Joseph County","IN",29.6,28215,272912
"1273",2570,26149,"St. Joseph County","MI",16.2,26248,60939
"1274",2571,22097,"St. Landry Parish","LA",14.8,21162,82540
"1275",2572,36089,"St. Lawrence County","NY",23.8,25378,108505
"1276",2573,27137,"St. Louis County","MN",29.3,31537,200231
"1277",2574,29189,"St. Louis County","MO",43.6,41426,1004125
"1278",2575,12111,"St. Lucie County","FL",21.6,27121,329226
"1279",2576,22099,"St. Martin Parish","LA",14.5,24997,51767
"1280",2577,22101,"St. Mary Parish","LA",10.2,22839,49406
"1281",2578,24037,"St. Mary's County","MD",31.9,40354,113777
"1282",2579,22103,"St. Tammany Parish","LA",33.8,34658,264570
"1283",2581,51179,"Stafford County","VA",39.9,42126,156927
"1284",2582,6099,"Stanislaus County","CA",17.1,26258,552878
"1285",2584,37167,"Stanly County","NC",17.3,25863,62504
"1286",2588,38089,"Stark County","ND",22.4,38103,33646
"1287",2589,39151,"Stark County","OH",22.8,29495,374853
"1288",2591,48427,"Starr County","TX",9.9,14179,65920
"1289",2593,27145,"Stearns County","MN",27.5,30994,158292
"1290",2594,27147,"Steele County","MN",26,32477,37406
"1291",2596,13257,"Stephens County","GA",21,23546,26784
"1292",2597,40137,"Stephens County","OK",16.9,25769,42848
"1293",2599,17177,"Stephenson County","IL",19.6,27911,44630
"1294",2601,18151,"Steuben County","IN",21.8,29949,34435
"1295",2602,36101,"Steuben County","NY",23.6,29886,93584
"1296",2605,53065,"Stevens County","WA",18.7,26896,46445
"1297",2609,29207,"Stoddard County","MO",13.3,22138,28672
"1298",2610,37169,"Stokes County","NC",14.1,26279,44520
"1299",2612,29209,"Stone County","MO",18.6,29026,31076
"1300",2616,19169,"Story County","IA",51.6,29539,98537
"1301",2617,33017,"Strafford County","NH",35.8,35601,130889
"1302",2620,36103,"Suffolk County","NY",36.3,44465,1525920
"1303",2623,33019,"Sullivan County","NH",28.1,33042,43063
"1304",2624,36105,"Sullivan County","NY",24.8,30446,78624
"1305",2626,47163,"Sullivan County","TN",23.6,28429,158163
"1306",2629,8117,"Summit County","CO",52.4,41281,31055
"1307",2630,39153,"Summit County","OH",32.5,33606,540428
"1308",2631,49043,"Summit County","UT",55,56575,42357
"1309",2633,47165,"Sumner County","TN",28.1,33851,196281
"1310",2635,12119,"Sumter County","FL",31.8,35560,129752
"1311",2636,13261,"Sumter County","GA",18.3,20654,29616
"1312",2637,45085,"Sumter County","SC",19.3,23460,105556
"1313",2638,28133,"Sunflower County","MS",15.4,15646,25971
"1314",2639,37171,"Surry County","NC",18,25500,71359
"1315",2641,42115,"Susquehanna County","PA",18.6,31309,38434
"1316",2642,10005,"Sussex County","DE",28.3,35491,237378
"1317",2643,34037,"Sussex County","NJ",36.1,44728,144221
"1318",2645,6101,"Sutter County","CA",18.2,27371,99633
"1319",2647,12121,"Suwannee County","FL",15.5,22808,43474
"1320",2650,56037,"Sweetwater County","WY",22.5,32603,42272
"1321",2655,24041,"Talbot County","MD",40.6,49136,37526
"1322",2657,1121,"Talladega County","AL",15,23305,82149
"1323",2659,1123,"Tallapoosa County","AL",18.4,25217,41311
"1324",2661,29213,"Taney County","MO",19.9,23776,56066
"1325",2662,22105,"Tangipahoa Parish","LA",20,25163,133157
"1326",2663,35055,"Taos County","NM",28.7,25646,34489
"1327",2664,48439,"Tarrant County","TX",32.3,33292,2110640
"1328",2665,28137,"Tate County","MS",15.8,23340,28064
"1329",2670,21217,"Taylor County","KY",19.6,23602,26023
"1330",2671,48441,"Taylor County","TX",25.2,27162,143208
"1331",2674,17179,"Tazewell County","IL",26.3,33507,131343
"1332",2675,51185,"Tazewell County","VA",14.9,23738,40429
"1333",2676,6103,"Tehama County","CA",15.7,24301,65829
"1334",2680,22109,"Terrebonne Parish","LA",15.6,25924,109580
"1335",2690,13275,"Thomas County","GA",24.7,27454,45798
"1336",2695,53067,"Thurston County","WA",35.7,35169,294793
"1337",2696,13277,"Tift County","GA",18.1,22974,41344
"1338",2697,41057,"Tillamook County","OR",21.8,27659,27390
"1339",2699,36107,"Tioga County","NY",26,31822,48455
"1340",2700,42117,"Tioga County","PA",19.1,26301,41045
"1341",2702,18157,"Tippecanoe County","IN",38.7,27451,186251
"1342",2704,47167,"Tipton County","TN",17.3,28457,60970
"1343",2706,48449,"Titus County","TX",16.3,21730,31247
"1344",2710,48451,"Tom Green County","TX",24.5,29505,120003
"1345",2711,36109,"Tompkins County","NY",53.5,33075,105740
"1346",2712,49045,"Tooele County","UT",24.2,25949,72698
"1347",2714,13279,"Toombs County","GA",16.2,24399,27030
"1348",2719,37175,"Transylvania County","NC",32.6,29549,32986
"1349",2721,48453,"Travis County","TX",50,43658,1290188
"1350",2724,55121,"Trempealeau County","WI",19.3,28902,30760
"1351",2731,13285,"Troup County","GA",19,23124,69426
"1352",2733,39155,"Trumbull County","OH",18.7,26935,201977
"1353",2735,6107,"Tulare County","CA",14.6,21380,473117
"1354",2736,40143,"Tulsa County","OK",31.8,32044,669279
"1355",2738,6109,"Tuolumne County","CA",20.5,34702,55620
"1356",2741,1125,"Tuscaloosa County","AL",30.7,26789,227036
"1357",2742,39157,"Tuscarawas County","OH",17.4,27057,93263
"1358",2743,26157,"Tuscola County","MI",13.5,25996,53323
"1359",2745,16083,"Twin Falls County","ID",20.6,25352,90046
"1360",2750,49047,"Uintah County","UT",15.8,25759,35620
"1361",2751,36111,"Ulster County","NY",32.5,34834,181851
"1362",2752,41059,"Umatilla County","OR",17.2,24444,80075
"1363",2754,5139,"Union County","AR",21.1,25193,39054
"1364",2761,28145,"Union County","MS",13.4,21705,27777
"1365",2762,37179,"Union County","NC",35.4,36362,238267
"1366",2763,34039,"Union County","NJ",36,41603,575345
"1367",2765,39159,"Union County","OH",35.5,37384,62784
"1368",2766,41061,"Union County","OR",24.5,27646,26196
"1369",2767,42119,"Union County","PA",26,27079,42681
"1370",2768,45087,"Union County","SC",11.3,23470,27244
"1371",2772,48459,"Upshur County","TX",17.1,25285,40892
"1372",2774,13293,"Upson County","GA",13.4,21747,27700
"1373",2776,49049,"Utah County","UT",40.8,26215,659399
"1374",2778,48465,"Val Verde County","TX",18.4,21370,47586
"1375",2779,35061,"Valencia County","NM",18.5,23675,76205
"1376",2785,26159,"Van Buren County","MI",21.7,28049,75587
"1377",2787,39161,"Van Wert County","OH",16.6,27115,28931
"1378",2788,48467,"Van Zandt County","TX",15.8,27900,59541
"1379",2789,37181,"Vance County","NC",14.8,23049,42578
"1380",2790,18163,"Vanderburgh County","IN",27,29638,180136
"1381",2791,42121,"Venango County","PA",18.7,26969,50454
